obs_id,season,day_of_week,operational_state,temperatura_c,ph,caudal_m3h,dbo5_mgl,dqo_mgl,dqo_dbo_ratio,nh4_mgl,od_mgl,adh_ugTTF_gVSS_h,toxicity_pct,adh_pct,od_pct,nh4_pct,bhi,bhi_label,decreto_674_dbo_compliant,decreto_674_nh4_compliant
5681,summer,Thu,healthy,29.25,6.743,22.97,50.36,81.74,1.623,3.57,7.497,2.0576,10.85,45.72,81.49,1.7,78.67,healthy,0,1
5682,autumn,Fri,healthy,17.29,7.236,24.63,37.66,56.77,1.508,10.89,6.258,1.2906,8.32,28.68,68.03,5.19,70.8,stressed,1,1
5683,winter,Sat,healthy,10.78,6.954,9.33,19.88,28.27,1.422,3.02,7.644,1.4656,7.04,32.57,83.09,1.44,76.8,healthy,1,1
5684,spring,Sun,critical,20.69,5.367,20,197.33,485.0,2.458,66.09,0.05,0.056,84.95,1.25,0.54,31.47,21.34,critical,0,0
5685,summer,Mon,stressed,26.42,6.12,37.49,111.02,234.39,2.111,49.17,1.254,0.297,57.18,6.6,13.63,23.41,34.91,critical,0,0
5686,autumn,Tue,healthy,20.26,7.236,15.88,49.74,87.62,1.762,3.8,4.664,1.4107,11.91,31.35,50.69,1.81,67.08,stressed,1,1
5687,winter,Wed,stressed,9.99,6.963,31.54,163.59,340.95,2.084,60.14,1.559,0.4258,31.1,9.46,16.95,28.64,41.67,critical,0,0
5688,spring,Thu,critical,26.55,5.399,21.3,339.91,681.84,2.006,115.77,0.05,0.0524,80.12,1.16,0.54,55.13,16.61,critical,0,0
5689,summer,Fri,stressed,27.21,7.133,35.11,77.25,151.49,1.961,21.73,2.761,1.1734,40.2,26.08,30.01,10.35,51.38,stressed,0,1
5690,autumn,Sat,stressed,16.27,6.378,29.49,65.28,127.97,1.96,22.61,2.07,0.408,45.64,9.07,22.5,10.77,43.79,critical,0,1
5691,winter,Sun,healthy,12.33,7.271,8.15,10,16.04,1.604,1,8.475,1.6942,11.42,37.65,92.12,0.48,79.47,healthy,1,1
5692,spring,Mon,stressed,23.54,6.609,31.58,153.38,325.39,2.121,34.27,1.817,1.0624,23.82,23.61,19.75,16.32,50.8,stressed,0,1
5693,summer,Tue,critical,29.17,6.829,74.47,399.06,909.78,2.28,133.84,0.05,0.1383,58.92,3.07,0.54,63.73,20.24,critical,0,0
5694,autumn,Wed,stressed,17.17,6.859,31.08,166.64,295.43,1.773,52.96,1.902,0.5593,47.81,12.43,20.67,25.22,40.02,critical,0,0
5695,winter,Thu,critical,12.52,5.912,62.62,188.97,458.61,2.427,111.56,0.05,0.0378,86.49,0.84,0.54,53.13,15.44,critical,0,0
5696,spring,Fri,critical,19.17,5.62,60.89,398.72,923.9,2.317,150.38,0.05,0.0629,40,1.4,0.54,71.61,22.58,critical,0,0
5697,summer,Sat,stressed,31.79,6.748,24.43,161.56,298.76,1.849,37.5,1.481,0.3813,31.3,8.47,16.1,17.86,43.85,critical,0,0
5698,autumn,Sun,stressed,19.02,6.651,20.78,45,81.77,1.817,25.75,2.548,0.5488,43.09,12.19,27.7,12.26,46.14,critical,1,1
5699,winter,Mon,healthy,10.9,7.281,21.07,36.49,52.57,1.441,7.96,7.314,1.1034,10.56,24.52,79.5,3.79,72.42,stressed,1,1
5700,spring,Tue,stressed,16.01,7.151,28.94,115.68,245.19,2.12,65.13,2.513,0.5472,52.97,12.16,27.32,31.01,38.87,critical,0,0
5701,summer,Wed,critical,29.45,5.642,37.67,408.01,911.19,2.233,170.22,0.05,0.0612,81.87,1.36,0.54,81.06,9.74,critical,0,0
5702,autumn,Thu,stressed,22.01,6.619,38.15,127.99,269.36,2.105,54.94,3.076,1.0485,23.54,23.3,33.44,26.16,51.76,stressed,0,0
5703,winter,Fri,stressed,13.13,7.407,29.3,112.5,187.23,1.664,71.6,0.052,0.2936,48.85,6.52,0.57,34.1,31.04,critical,0,0
5704,spring,Sat,healthy,18.96,7.184,6,39.28,71.71,1.826,1,6.254,1.0608,1.79,23.57,67.97,0.48,72.32,stressed,1,1
5705,summer,Sun,stressed,30.62,7.594,14,52.43,104.07,1.985,43.66,1.285,0.3776,60.41,8.39,13.97,20.79,35.29,critical,0,0
5706,autumn,Mon,stressed,18.56,6.451,29.82,159.25,308.76,1.939,47.14,0.466,0.3933,61.47,8.74,5.07,22.45,32.47,critical,0,0
5707,winter,Tue,healthy,11.53,7.249,10.44,45.8,75.26,1.643,11.26,7.428,1.6256,7.86,36.12,80.74,5.36,75.91,healthy,1,1
5708,spring,Wed,healthy,21.02,7.128,14.72,35.82,64.44,1.799,2.03,6.715,1.9513,4.76,43.36,72.99,0.96,77.66,healthy,1,1
5709,summer,Thu,stressed,30.54,6.79,29.46,151.22,307.52,2.034,51.61,1.011,0.4664,25.78,10.37,10.98,24.58,42.75,critical,0,0
5710,autumn,Fri,critical,20.91,5.736,50.26,339.77,799.45,2.353,138.53,0.05,0.0406,87.44,0.9,0.54,65.97,12.01,critical,0,0
5711,winter,Sat,healthy,15.11,7.15,6,39.66,65.72,1.657,6.56,6.083,1.2142,12.66,26.98,66.12,3.13,69.33,stressed,1,1
5712,spring,Sun,healthy,18.36,7.2,9.61,24.71,44.57,1.803,1,6.165,2.016,5.73,44.8,67.01,0.48,76.4,healthy,1,1
5713,summer,Mon,healthy,29.5,7.252,14.92,38.76,63.79,1.646,1,7.149,1.7666,12.88,39.26,77.7,0.48,75.9,healthy,1,1
5714,autumn,Tue,healthy,17.71,6.951,15.07,36.01,58.32,1.62,17.66,6.81,1.8707,3.18,41.57,74.02,8.41,76.0,healthy,1,1
5715,winter,Wed,healthy,14.38,7.178,13.33,46.14,65.52,1.42,12.74,5.984,1.2842,6.68,28.54,65.05,6.07,70.21,stressed,1,1
5716,spring,Thu,stressed,21.18,6.632,36.44,126.15,234.24,1.857,67.9,1.585,0.2704,36.74,6.01,17.23,32.33,38.54,critical,0,0
5717,summer,Fri,healthy,28.15,7.198,21.6,40.12,60.49,1.508,11.4,7.138,2.341,11.87,52.02,77.58,5.43,78.08,healthy,1,1
5718,autumn,Sat,healthy,20.71,7.208,15.92,20.92,33.11,1.582,4.97,4.701,1.6899,3.43,37.55,51.1,2.37,70.71,stressed,1,1
5719,winter,Sun,stressed,12.62,6.359,22.07,45,97.41,2.165,20,3.06,0.6115,49.97,13.59,33.26,9.52,46.84,critical,1,1
5720,spring,Mon,healthy,16.69,6.798,22.54,37.46,62.66,1.673,1.66,6.998,1.4387,14.69,31.97,76.07,0.79,73.14,stressed,1,1
5721,summer,Tue,critical,25.15,6.133,28.67,370.08,690.97,1.867,153.89,0.05,0.0315,63.82,0.7,0.54,73.28,16.04,critical,0,0
5722,autumn,Wed,healthy,19.3,7.271,24.88,38.64,66.58,1.723,8.38,6.038,1.0584,11.18,23.52,65.63,3.99,68.49,stressed,1,1
5723,winter,Thu,stressed,12.65,6.809,28.29,77.24,177.07,2.293,87.44,2.484,0.5864,42.81,13.03,27.0,41.64,38.9,critical,0,0
5724,spring,Fri,stressed,22.68,6.667,37.82,152.16,330.52,2.172,57.65,1.545,0.4295,54.39,9.54,16.79,27.45,36.12,critical,0,0
5725,summer,Sat,healthy,27.25,7.373,17.81,17.36,26.85,1.547,1,7.111,2.0053,19.26,44.56,77.29,0.48,75.53,healthy,1,1
5726,autumn,Sun,stressed,21.57,7.17,14,45,93.65,2.081,29.6,1.764,0.6849,19.95,15.22,19.18,14.1,50.09,stressed,1,1
5727,winter,Mon,stressed,13.0,6.409,28.1,137.64,264.08,1.919,65.2,2.178,0.3192,46.61,7.09,23.68,31.05,38.28,critical,0,0
5728,spring,Tue,stressed,23.25,6.237,35.89,206.89,441.42,2.134,31.2,1.606,0.437,41.21,9.71,17.46,14.86,42.78,critical,0,1
5729,summer,Wed,healthy,29.44,7.088,22.72,53.76,85.84,1.597,10.25,8.082,2.6229,1,58.29,87.85,4.88,85.06,healthy,0,1
5730,autumn,Thu,stressed,21.46,6.718,46.63,126.27,305.15,2.417,38.26,2.272,0.5703,30.74,12.67,24.69,18.22,47.1,critical,0,0
5731,winter,Fri,stressed,12.97,7.391,42.01,117.76,277.11,2.353,59.73,1.812,0.4003,44.25,8.9,19.69,28.44,38.97,critical,0,0
5732,spring,Sat,healthy,24.89,7.132,13.99,20.48,37.34,1.823,9.75,6.967,2.35,7.71,52.22,75.73,4.64,78.9,healthy,1,1
5733,summer,Sun,stressed,27.47,7.168,14,57.04,100.28,1.758,30.34,1.637,0.6158,36.21,13.68,17.79,14.45,45.21,critical,0,1
5734,autumn,Mon,healthy,19.83,7.28,15.89,47.33,90.54,1.913,5.17,6.605,1.1012,13.57,24.47,71.8,2.46,70.06,stressed,1,1
5735,winter,Tue,healthy,10.19,6.802,22.31,36.52,61.25,1.677,8.01,5.97,1.1939,5.58,26.53,64.9,3.82,70.51,stressed,1,1
5736,spring,Wed,stressed,20.53,7.383,47.31,138.54,263.76,1.904,78.99,0.05,0.5979,32.57,13.29,0.54,37.61,35.91,critical,0,0
5737,summer,Thu,stressed,28.14,6.76,39.87,114.45,234.89,2.052,58.2,1.352,0.3665,39.97,8.14,14.69,27.71,38.79,critical,0,0
5738,autumn,Fri,healthy,15.73,7.216,15.83,31.63,50.06,1.583,12.14,7.063,1.0706,10.84,23.79,76.77,5.78,70.99,stressed,1,1
5739,winter,Sat,healthy,12.53,7.214,17.09,22.45,38.42,1.711,7.46,7.539,1.4994,4.66,33.32,81.95,3.55,76.76,healthy,1,1
5740,spring,Sun,healthy,20.83,7.317,6,10.0,15.27,1.527,4.54,5.882,1.3162,8.15,29.25,63.94,2.16,70.72,stressed,1,1
5741,summer,Mon,stressed,26.1,6.859,46.15,113.6,201.47,1.774,54.42,1.705,0.8306,29.37,18.46,18.54,25.92,45.43,critical,0,0
5742,autumn,Tue,critical,18.72,5.704,59.16,280.63,674.77,2.405,107.62,0.05,0.0822,83.16,1.83,0.54,51.25,16.99,critical,0,0
5743,winter,Wed,stressed,10.57,6.784,42.46,153.54,281.76,1.835,67.16,1.786,0.4474,24.47,9.94,19.42,31.98,43.23,critical,0,0
5744,spring,Thu,healthy,20.89,7.252,14.02,47.55,90.5,1.903,2.28,5.895,1.3567,10.09,30.15,64.08,1.08,70.76,stressed,1,1
5745,summer,Fri,stressed,30.78,6.495,19.52,173.96,314.56,1.808,58.11,1.768,0.5218,28.75,11.6,19.22,27.67,43.6,critical,0,0
5746,autumn,Sat,healthy,20.9,7.033,6.41,13.66,22.68,1.66,1,4.95,1.7617,2.8,39.15,53.8,0.48,72.42,stressed,1,1
5747,winter,Sun,healthy,13.24,6.959,10.76,10,16.62,1.662,2.56,8.278,1.4596,10.61,32.44,89.98,1.22,77.65,healthy,1,1
5748,spring,Mon,healthy,18.92,7.307,16.87,41.39,71.44,1.726,9.7,8.447,2.5632,5.1,56.96,91.82,4.62,84.77,healthy,1,1
5749,summer,Tue,healthy,28.82,6.972,17.09,49.96,83.19,1.665,2.28,8.071,2.5818,10.52,57.37,87.72,1.09,83.37,healthy,1,1
5750,autumn,Wed,stressed,16.7,6.785,24.77,147.98,298.91,2.02,61.13,0.361,0.4184,48.65,9.3,3.93,29.11,33.87,critical,0,0
5751,winter,Thu,healthy,14.44,7.163,23.74,44.39,69.25,1.56,6.81,6.625,1.2675,5.85,28.17,72.01,3.24,72.77,stressed,1,1
5752,spring,Fri,healthy,16.51,6.954,16.35,12.83,25.18,1.963,15.29,5.553,1.251,12.81,27.8,60.36,7.28,67.02,stressed,1,1
5753,summer,Sat,healthy,30.25,7.226,8.71,10,16.78,1.678,2.48,5.948,2.2503,2.78,50.01,64.66,1.18,77.67,healthy,1,1
5754,autumn,Sun,healthy,17.75,7.451,12.07,21.59,34.12,1.58,6.68,6.729,1.9653,10.34,43.67,73.14,3.18,75.82,healthy,1,1
5755,winter,Mon,healthy,13.9,7.218,16.25,39.53,68.32,1.728,13.01,6.982,1.0807,15.66,24.01,75.89,6.2,69.51,stressed,1,1
5756,spring,Tue,healthy,22.41,7.127,17.59,49.72,90.87,1.828,13.57,6.86,2.0909,9.12,46.46,74.57,6.46,76.36,healthy,1,1
5757,summer,Wed,critical,31.13,5.188,59.48,419.88,1042.79,2.484,134.7,0.05,0.0447,63.53,0.99,0.54,64.14,18.47,critical,0,0
5758,autumn,Thu,critical,20.22,6.123,48.27,321.82,901.3,2.801,118.82,0.05,0.1358,71.16,3.02,0.54,56.58,18.96,critical,0,0
5759,winter,Fri,stressed,15.63,6.474,35.91,187.2,330.44,1.765,47.92,1.389,0.226,28.7,5.02,15.1,22.82,42.15,critical,0,0
5760,spring,Sat,healthy,20.17,7.159,15.6,25.86,35.12,1.358,4.66,6.862,1.7402,13.08,38.67,74.58,2.22,74.49,stressed,1,1
5761,summer,Sun,healthy,36.99,7.2,16.6,10,17.01,1.701,1,5.373,1.0576,1.67,23.5,58.41,0.48,69.94,stressed,1,1
5762,autumn,Mon,healthy,22.17,7.302,21.01,26.57,47.35,1.782,3.68,6.671,1.8357,9.5,40.79,72.51,1.75,75.51,healthy,1,1
5763,winter,Tue,stressed,13.14,6.73,34.15,226.35,456.27,2.016,29.8,0.05,0.3142,23.6,6.98,0.54,14.19,42.43,critical,0,1
5764,spring,Wed,stressed,22.51,6.678,34.31,167.17,383.72,2.295,88.02,0.05,0.4755,39.75,10.57,0.54,41.91,32.36,critical,0,0
5765,summer,Thu,healthy,28.97,7.141,14.93,32.15,56.94,1.771,7.63,5.844,1.3381,11.75,29.74,63.52,3.63,69.47,stressed,1,1
5766,autumn,Fri,healthy,19.59,7.254,15.65,42.14,68.71,1.63,12.42,5.81,1.4145,5.73,31.43,63.15,5.92,70.73,stressed,1,1
5767,winter,Sat,healthy,10.44,7.062,15.33,27.16,39.65,1.46,3.73,6.943,1.3077,13.38,29.06,75.47,1.77,72.34,stressed,1,1
5768,spring,Sun,healthy,22.81,7.187,8.99,10,14.81,1.481,6.65,5.291,1.4647,7.77,32.55,57.52,3.17,69.78,stressed,1,1
5769,summer,Mon,healthy,28.49,7.447,20.51,39.21,61.66,1.573,13.77,3.78,0.7537,1.53,16.75,41.09,6.56,62.44,stressed,1,1
5770,autumn,Tue,healthy,22.09,7.141,13.96,41.15,70.42,1.711,22.73,7.479,2.5246,7.41,56.1,81.3,10.82,79.79,healthy,1,1
5771,winter,Wed,stressed,13.15,6.961,29.49,133.36,303.67,2.277,62.76,1.18,0.3146,48.6,6.99,12.82,29.88,35.33,critical,0,0
5772,spring,Thu,healthy,25.9,7.077,13.36,45.9,78.27,1.705,10.95,6.954,2.0406,16.06,45.35,75.59,5.21,74.92,stressed,1,1
5773,summer,Fri,healthy,31.08,7.252,19.82,35.04,54.28,1.549,4.32,5.393,1.8551,10.98,41.22,58.62,2.06,71.7,stressed,1,1
5774,autumn,Sat,critical,23.71,5.233,25.82,424.45,1010.35,2.38,157.86,0.05,0.0471,83.79,1.05,0.54,75.17,10.66,critical,0,0
5775,winter,Sun,stressed,13.18,7.167,19.1,72.88,149.2,2.047,20,3.509,0.5571,40.63,12.38,38.14,9.52,50.09,stressed,0,1
5776,spring,Mon,critical,18.65,6.86,77.1,384.2,833.35,2.169,126.4,0.05,0.0558,50.98,1.24,0.54,60.19,22.65,critical,0,0
5777,summer,Tue,stressed,29.48,6.91,22.29,111.23,197.99,1.78,56.14,1.316,0.3432,47.21,7.63,14.3,26.73,37.0,critical,0,0
5778,autumn,Wed,healthy,21.33,7.334,15.71,72.05,112.52,1.562,9.9,4.355,1.4673,9.85,32.61,47.34,4.72,66.34,stressed,0,1
5779,winter,Thu,healthy,14.87,7.218,10.66,26.11,43.99,1.685,9.63,6.758,1.2408,11.43,27.57,73.46,4.58,71.25,stressed,1,1
5780,spring,Fri,healthy,19.21,7.236,26.61,39.31,65.89,1.676,7.38,6.633,1.8501,3.66,41.11,72.1,3.51,76.51,healthy,1,1
5781,summer,Sat,critical,31.46,5.142,50.66,356.67,829.18,2.325,109.31,0.05,0.0498,63.48,1.11,0.54,52.05,21.53,critical,0,0
5782,autumn,Sun,critical,15.29,6.448,53.36,180,456.9,2.538,102.86,0.05,0.0826,55.34,1.83,0.54,48.98,24.51,critical,0,0
5783,winter,Mon,healthy,11.94,6.81,21.52,38.2,69.06,1.808,8.59,6.904,1.2029,9.88,26.73,75.04,4.09,71.95,stressed,1,1
5784,spring,Tue,healthy,16.18,7.565,24.56,36.9,69.09,1.872,5.6,4.646,1.3464,9.78,29.92,50.5,2.67,66.99,stressed,1,1
5785,summer,Wed,critical,33.61,5.001,33.22,533.1,1362.24,2.555,126.89,0.05,0.0249,80.73,0.55,0.54,60.43,14.99,critical,0,0
5786,autumn,Thu,stressed,19.32,6.561,28.78,64.77,125.64,1.94,43.17,2.282,0.7194,55.21,15.99,24.81,20.56,41.26,critical,0,0
5787,winter,Fri,stressed,10.73,6.894,43.62,174.35,342.17,1.963,54.66,1.6,0.4495,37.97,9.99,17.39,26.03,40.85,critical,0,0
5788,spring,Sat,stressed,24.05,6.332,14.91,67.63,125.85,1.861,20,2.571,0.4561,43.04,10.14,27.94,9.52,46.38,critical,0,1
5789,summer,Sun,stressed,29.65,6.778,16.56,45,98.22,2.183,34.4,1.806,0.5333,33.55,11.85,19.63,16.38,45.39,critical,1,1
5790,autumn,Mon,healthy,17.23,7.065,17.93,33.14,55.98,1.689,6.94,5.778,1.936,6.28,43.02,62.8,3.31,74.06,stressed,1,1
5791,winter,Tue,healthy,12.89,6.815,12.7,27.98,45.52,1.627,3.62,5.902,1.2472,9.77,27.71,64.15,1.73,70.09,stressed,1,1
5792,spring,Wed,healthy,17.97,7.071,8.68,30.03,51.42,1.713,5.49,7.254,1.9266,3.15,42.81,78.85,2.61,78.97,healthy,1,1
5793,summer,Thu,healthy,27.32,7.057,14.2,40.1,60.31,1.504,6.99,5.714,1.385,8.7,30.78,62.1,3.33,70.21,stressed,1,1
5794,autumn,Fri,critical,19.98,6.024,33.33,422.73,965.21,2.283,155.73,0.05,0.027,77.29,0.6,0.54,74.16,12.42,critical,0,0
5795,winter,Sat,healthy,15.59,7.313,9.87,21.95,35.3,1.608,8.58,6.171,1.3389,9.19,29.75,67.07,4.09,70.89,stressed,1,1
5796,spring,Sun,healthy,25.6,7.023,7.11,10,15.62,1.562,1,6.555,2.0269,9.27,45.04,71.25,0.48,76.64,healthy,1,1
5797,summer,Mon,healthy,27.85,7.4,22.38,37.82,55.77,1.475,7.64,5.695,1.0566,6.62,23.48,61.91,3.64,68.78,stressed,1,1
5798,autumn,Tue,healthy,22.03,7.214,21.16,38.99,61.54,1.578,7.99,6.31,1.3493,8.22,29.98,68.59,3.81,71.64,stressed,1,1
5799,winter,Wed,critical,14.77,6.629,63.03,510.23,1121.5,2.198,178.24,0.05,0.0941,74.68,2.09,0.54,84.88,10.77,critical,0,0
5800,spring,Thu,healthy,23.0,7.4,15.38,27.43,40.49,1.476,11.88,7.288,2.0273,18.74,45.05,79.21,5.66,74.97,stressed,1,1
5801,summer,Fri,healthy,24.37,7.513,22.86,33.86,56.32,1.663,8.69,7.401,2.0808,6.46,46.24,80.44,4.14,79.02,healthy,1,1
5802,autumn,Sat,stressed,20.35,7.007,30.97,76.33,130.45,1.709,67.21,1.353,0.6951,36.85,15.45,14.71,32.0,40.33,critical,0,0
5803,winter,Sun,healthy,12.22,7.55,6,10,16.07,1.607,8.47,7.164,0.9311,10.66,20.69,77.87,4.03,70.97,stressed,1,1
5804,spring,Mon,healthy,20.69,7.473,17.83,36.21,53.44,1.476,15.04,7.865,1.7897,13.06,39.77,85.49,7.16,76.26,healthy,1,1
5805,summer,Tue,healthy,29.1,7.175,15.49,47.61,73.98,1.554,3.66,7.682,2.3555,15.67,52.34,83.5,1.74,79.61,healthy,1,1
5806,autumn,Wed,healthy,21.56,6.942,20.12,31.98,52.14,1.63,12.99,6.23,1.5254,7.89,33.9,67.72,6.18,71.89,stressed,1,1
5807,winter,Thu,stressed,11.14,7.544,25.65,121.94,248.03,2.034,66.5,1.513,0.4699,36.04,10.44,16.45,31.67,39.79,critical,0,0
5808,spring,Fri,healthy,17.02,7.102,20.68,43.17,61.18,1.417,6.9,6.507,1.3554,5.03,30.12,70.73,3.29,73.13,stressed,1,1
5809,summer,Sat,healthy,30.26,7.496,16.57,18.62,35.03,1.882,6.5,5.968,1.8043,7.61,40.1,64.87,3.1,73.57,stressed,1,1
5810,autumn,Sun,stressed,21.56,7.579,14,54.11,107.75,1.991,35.79,2.963,0.6659,56.31,14.8,32.21,17.04,43.41,critical,0,0
5811,winter,Mon,critical,13.47,5.169,82.56,387.3,928.1,2.396,145.26,0.05,0.0605,62.96,1.34,0.54,69.17,17.44,critical,0,0
5812,spring,Tue,critical,22.21,5.265,66.95,445.6,1017.31,2.283,182.23,0.05,0.0608,68.66,1.35,0.54,86.78,11.61,critical,0,0
5813,summer,Wed,stressed,34.34,7.158,34.71,176.75,334.61,1.893,34.46,0.815,0.2454,37.24,5.45,8.86,16.41,40.17,critical,0,1
5814,autumn,Thu,stressed,19.1,6.771,19.48,61.53,119.25,1.938,43.35,2.409,0.3435,30.13,7.63,26.19,20.64,45.76,critical,0,0
5815,winter,Fri,stressed,8.06,6.504,27.44,117.28,220.91,1.884,73.46,1.1,0.1629,60.54,3.62,11.96,34.98,30.01,critical,0,0
5816,spring,Sat,stressed,22.79,6.707,14,45,93.39,2.075,20,2.337,0.3369,32.05,7.49,25.41,9.52,47.83,critical,1,1
5817,summer,Sun,healthy,26.1,6.948,6.66,12.88,19.6,1.522,5.8,7.252,2.1793,9.02,48.43,78.82,2.76,78.87,healthy,1,1
5818,autumn,Mon,stressed,20.84,7.13,38.33,121.31,241.36,1.99,78.9,1.743,0.9624,25.23,21.39,18.94,37.57,44.38,critical,0,0
5819,winter,Tue,healthy,9.5,7.136,15.19,40.22,58.14,1.446,15.21,7.417,1.1601,11.45,25.78,80.62,7.24,71.93,stressed,1,1
5820,spring,Wed,critical,20.59,6.263,27.45,363.35,758.83,2.088,136.33,0.05,0.0453,50.2,1.01,0.54,64.92,21.61,critical,0,0
5821,summer,Thu,stressed,29.91,7.354,41.07,112.07,202.98,1.811,63.37,2.704,0.3794,30.43,8.43,29.39,30.17,44.3,critical,0,0
5822,autumn,Fri,healthy,20.84,7.382,16.84,39.88,66.6,1.67,7.44,5.849,1.2412,2.14,27.58,63.58,3.54,71.37,stressed,1,1
5823,winter,Sat,critical,13.68,5.815,22.07,371.84,873.03,2.348,84.62,0.05,0.0399,63.62,0.89,0.54,40.3,24.38,critical,0,0
5824,spring,Sun,critical,21.56,6.003,20,199.34,396.58,1.989,65,0.05,0.0643,87.37,1.43,0.54,30.95,20.91,critical,0,0
5825,summer,Mon,critical,29.54,5.887,57.48,291.32,672.66,2.309,111.32,0.05,0.0512,54.39,1.14,0.54,53.01,23.57,critical,0,0
5826,autumn,Tue,stressed,21.8,6.955,31.49,93.38,166.18,1.78,39.42,2.86,0.4876,53.11,10.84,31.08,18.77,42.51,critical,0,0
5827,winter,Wed,critical,11.69,5.348,56.55,383.42,918.3,2.395,201.94,0.05,0.0262,94.89,0.58,0.54,96.16,2.52,critical,0,0
5828,spring,Thu,stressed,19.2,6.566,26.2,96.3,138.49,1.438,63.74,3.006,0.7941,48.34,17.65,32.67,30.35,42.91,critical,0,0
5829,summer,Fri,healthy,29.4,6.994,7.29,29.03,48.51,1.671,6.29,6.873,1.996,3.51,44.36,74.71,2.99,78.14,healthy,1,1
5830,autumn,Sat,stressed,19.99,6.652,15.16,96.87,187.45,1.935,34.4,1.604,0.6081,32.42,13.51,17.43,16.38,45.54,critical,0,1
5831,winter,Sun,stressed,8.51,6.997,14,45,93.13,2.069,20,1.246,0.3149,23.42,7.0,13.54,9.52,46.9,critical,1,1
5832,spring,Mon,critical,24.82,5.216,57.07,376.15,911.92,2.424,89.42,0.05,0.0658,71.29,1.46,0.54,42.58,22.03,critical,0,0
5833,summer,Tue,healthy,27.22,6.914,18.21,43.06,77.49,1.799,9.04,6.757,1.9484,6.6,43.3,73.45,4.31,76.46,healthy,1,1
5834,autumn,Wed,stressed,21.2,7.483,29.24,155.51,336.27,2.162,70.07,1.485,0.5187,38.54,11.53,16.14,33.37,38.94,critical,0,0
5835,winter,Thu,healthy,10.98,7.162,18.33,46.43,78.22,1.685,5.03,4.47,0.6724,9.67,14.94,48.58,2.4,62.87,stressed,1,1
5836,spring,Fri,healthy,23.39,7.086,14.48,31.92,47.36,1.484,7.63,8.039,1.4916,2.25,33.15,87.38,3.64,78.66,healthy,1,1
5837,summer,Sat,healthy,29.42,7.007,15.81,48.38,84.85,1.754,2.99,6.625,2.0887,1.18,46.42,72.01,1.42,78.96,healthy,1,1
5838,autumn,Sun,critical,19.69,6.532,30.09,180,428.85,2.382,86.33,0.05,0.1857,68.72,4.13,0.54,41.11,23.71,critical,0,0
5839,winter,Mon,healthy,14.6,7.348,17.31,58.04,89.58,1.543,5.86,8.328,1.9892,11.4,44.2,90.52,2.79,80.13,healthy,0,1
5840,spring,Tue,healthy,19.24,6.996,18.15,31.64,46.11,1.457,8.62,6.512,0.7594,8.44,16.88,70.79,4.1,68.78,stressed,1,1
5841,summer,Wed,healthy,31.55,7.226,18.6,36.03,59.52,1.652,3.06,6.14,1.4787,6.25,32.86,66.74,1.46,72.97,stressed,1,1
5842,autumn,Thu,healthy,17.05,7.398,16.7,41.29,72.17,1.748,11.05,6.929,2.0674,4.44,45.94,75.32,5.26,77.89,healthy,1,1
5843,winter,Fri,healthy,12.6,7.252,14.74,25.11,42.21,1.681,8.56,6.605,1.3084,10.17,29.08,71.79,4.08,71.66,stressed,1,1
5844,spring,Sat,healthy,22.85,6.978,9.44,39.65,72.23,1.822,5.22,7.337,1.2936,1,28.75,79.75,2.49,76.25,healthy,1,1
5845,summer,Sun,healthy,29.68,7.372,15.61,15.35,26.7,1.739,6.56,5.799,1.2812,4.4,28.47,63.03,3.12,71.0,stressed,1,1
5846,autumn,Mon,stressed,19.97,6.99,31.25,92.78,180.74,1.948,41.46,2.814,0.5166,46.24,11.48,30.59,19.74,44.02,critical,0,0
5847,winter,Tue,healthy,14.4,7.22,17.01,35.07,49.62,1.415,15.95,7.875,1.6561,16.93,36.8,85.6,7.59,74.47,stressed,1,1
5848,spring,Wed,stressed,18.95,6.394,52.79,105.03,199.16,1.896,67.76,0.68,0.365,41.81,8.11,7.4,32.27,35.36,critical,0,0
5849,summer,Thu,stressed,29.47,6.521,16.44,135.46,234.51,1.731,39.9,1.171,0.4377,22.8,9.73,12.73,19.0,45.16,critical,0,0
5850,autumn,Fri,healthy,18.96,7.335,17.11,43.47,72.57,1.67,11.22,8.984,2.4811,8.46,55.14,97.65,5.34,84.74,healthy,1,1
5851,winter,Sat,healthy,11.65,7.089,11.97,29.65,43.6,1.471,1,6.916,1.2724,12.12,28.28,75.17,0.48,72.71,stressed,1,1
5852,spring,Sun,stressed,24.4,7.021,14,54.13,107.6,1.988,29.91,1.711,0.46,33.74,10.22,18.6,14.24,45.21,critical,0,1
5853,summer,Mon,critical,26.93,5.741,51.06,220.65,485.57,2.201,102.81,0.05,0.0927,71.37,2.06,0.54,48.96,20.57,critical,0,0
5854,autumn,Tue,stressed,18.89,6.593,43.92,151.2,283.67,1.876,55.04,2.051,0.6889,35.69,15.31,22.29,26.21,43.93,critical,0,0
5855,winter,Wed,healthy,14.77,7.068,19.65,39.22,66.73,1.702,7.73,6.892,1.8614,6.71,41.36,74.91,3.68,76.47,healthy,1,1
5856,spring,Thu,stressed,22.67,7.491,48.81,131.28,275.69,2.1,63.32,1.408,0.3815,23.47,8.48,15.31,30.15,42.54,critical,0,0
5857,summer,Fri,healthy,31.12,7.309,21.73,24.8,40.81,1.645,8.93,5.366,1.166,15.86,25.91,58.32,4.25,66.03,stressed,1,1
